NumeroOrden,NumeroLineaOrden,FechaPedido,NombreCliente,CorreoElectronico,Articulo,Cantidad,PrecioUnitario,MontoImpuesto
SO55801,3,2021-09-07,Colleen Raje,colleen37@adventure-works.com,HL Road Tire,1,32,2
SO55801,4,2021-09-07,Colleen Raje,colleen37@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO55753,1,2021-09-07,Alberto Suarez,alberto18@adventure-works.com,"Short-Sleeve Classic Jersey, M",1,53,4
SO55800,1,2021-09-07,Cedric Cai,cedric21@adventure-works.com,"Road-250 Black, 48",1,2443,195
SO55800,2,2021-09-07,Cedric Cai,cedric21@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO55740,1,2021-09-07,Karen Lu,karen21@adventure-works.com,"Mountain-200 Silver, 42",1,2319,185
SO55740,2,2021-09-07,Karen Lu,karen21@adventure-works.com,HL Mountain Tire,1,35,2
SO55740,3,2021-09-07,Karen Lu,karen21@adventure-works.com,Mountain Tire Tube,1,4,0
SO55740,4,2021-09-07,Karen Lu,karen21@adventure-works.com,Fender Set - Mountain,1,21,1
SO55739,1,2021-09-07,Lance Blanco,lance15@adventure-works.com,"Mountain-200 Silver, 38",1,2319,185
SO55739,2,2021-09-07,Lance Blanco,lance15@adventure-works.com,Fender Set - Mountain,1,21,1
SO55739,3,2021-09-07,Lance Blanco,lance15@adventure-works.com,Mountain Bottle Cage,1,9,0
SO55739,4,2021-09-07,Lance Blanco,lance15@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55794,1,2021-09-07,Bailey Bell,bailey11@adventure-works.com,"Mountain-200 Black, 38",1,2294,183
SO55794,2,2021-09-07,Bailey Bell,bailey11@adventure-works.com,Mountain Bottle Cage,1,9,0
SO55794,3,2021-09-07,Bailey Bell,bailey11@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55752,1,2021-09-07,Latasha Jimenez,latasha5@adventure-works.com,Hydration Pack - 70 oz.,1,54,4
SO55791,1,2021-09-07,Alexandria Morris,alexandria39@adventure-works.com,"Mountain-500 Silver, 52",1,564,45
SO55791,2,2021-09-07,Alexandria Morris,alexandria39@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55791,3,2021-09-07,Alexandria Morris,alexandria39@adventure-works.com,Mountain Bottle Cage,1,9,0
SO55791,4,2021-09-07,Alexandria Morris,alexandria39@adventure-works.com,"Short-Sleeve Classic Jersey, M",1,53,4
SO55789,1,2021-09-07,Adam Green,adam45@adventure-works.com,"Mountain-500 Black, 42",1,539,43
SO55789,2,2021-09-07,Adam Green,adam45@adventure-works.com,Mountain Bottle Cage,1,9,0
SO55786,1,2021-09-07,Ashley Lewis,ashley22@adventure-works.com,Mountain Tire Tube,1,4,0
SO55786,2,2021-09-07,Ashley Lewis,ashley22@adventure-works.com,HL Mountain Tire,1,35,2
SO55786,3,2021-09-07,Ashley Lewis,ashley22@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO55787,1,2021-09-07,Latasha Gomez,latasha1@adventure-works.com,Mountain Bottle Cage,1,9,0
SO55787,2,2021-09-07,Latasha Gomez,latasha1@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55787,3,2021-09-07,Latasha Gomez,latasha1@adventure-works.com,"Half-Finger Gloves, L",1,24,1
SO55773,1,2021-09-07,Cara Lu,cara7@adventure-works.com,HL Road Tire,1,32,2
SO55773,2,2021-09-07,Cara Lu,cara7@adventure-works.com,Road Tire Tube,1,3,0
SO55773,3,2021-09-07,Cara Lu,cara7@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO55768,1,2021-09-07,Benjamin Henderson,benjamin6@adventure-works.com,Fender Set - Mountain,1,21,1
SO55768,2,2021-09-07,Benjamin Henderson,benjamin6@adventure-works.com,Mountain Bottle Cage,1,9,0
SO55768,3,2021-09-07,Benjamin Henderson,benjamin6@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55768,4,2021-09-07,Benjamin Henderson,benjamin6@adventure-works.com,"Classic Vest, L",1,63,5
SO55774,1,2021-09-07,Lindsay Pal,lindsay12@adventure-works.com,Fender Set - Mountain,1,21,1
SO55774,2,2021-09-07,Lindsay Pal,lindsay12@adventure-works.com,Mountain Bottle Cage,1,9,0
SO55774,3,2021-09-07,Lindsay Pal,lindsay12@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55741,1,2021-09-07,Samuel Diaz,samuel21@adventure-works.com,"Touring-2000 Blue, 50",1,1214,97
SO55793,1,2021-09-07,Cynthia Srini,cynthia13@adventure-works.com,"Mountain-400-W Silver, 40",1,769,61
SO55793,2,2021-09-07,Cynthia Srini,cynthia13@adventure-works.com,"Women's Mountain Shorts, L",1,69,5
SO55793,3,2021-09-07,Cynthia Srini,cynthia13@adventure-works.com,AWC Logo Cap,1,8,0
SO55792,1,2021-09-07,Zachary Patterson,zachary9@adventure-works.com,"Mountain-400-W Silver, 38",1,769,61
SO55792,2,2021-09-07,Zachary Patterson,zachary9@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO55797,1,2021-09-07,Jacquelyn Jimenez,jacquelyn5@adventure-works.com,"Mountain-400-W Silver, 38",1,769,61
SO55769,1,2021-09-07,Gregory Winston,gregory27@adventure-works.com,Fender Set - Mountain,1,21,1
SO55769,2,2021-09-07,Gregory Winston,gregory27@adventure-works.com,"Long-Sleeve Logo Jersey, M",1,49,3
SO55812,1,2021-09-07,Melody Suarez,melody19@adventure-works.com,"Touring-3000 Blue, 62",1,742,59
SO55812,2,2021-09-07,Melody Suarez,melody19@adventure-works.com,Road Bottle Cage,1,8,0
SO55812,3,2021-09-07,Melody Suarez,melody19@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55812,4,2021-09-07,Melody Suarez,melody19@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO55812,5,2021-09-07,Melody Suarez,melody19@adventure-works.com,"Half-Finger Gloves, S",1,24,1
SO55759,1,2021-09-07,Jeremiah James,jeremiah39@adventure-works.com,ML Mountain Tire,1,29,2
SO55759,2,2021-09-07,Jeremiah James,jeremiah39@adventure-works.com,Mountain Tire Tube,1,4,0
SO55759,3,2021-09-07,Jeremiah James,jeremiah39@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO55795,1,2021-09-07,Bailey Rogers,bailey17@adventure-works.com,"Mountain-200 Silver, 46",1,2319,185
SO55780,1,2021-09-07,Cole Reed,cole21@adventure-works.com,Touring Tire Tube,1,4,0
SO55780,2,2021-09-07,Cole Reed,cole21@adventure-works.com,Touring Tire,1,28,2
SO55780,3,2021-09-07,Cole Reed,cole21@adventure-works.com,"Half-Finger Gloves, L",1,24,1
SO55780,4,2021-09-07,Cole Reed,cole21@adventure-works.com,"Long-Sleeve Logo Jersey, L",1,49,3
SO55811,1,2021-09-07,Nichole Nara,nichole16@adventure-works.com,"Touring-1000 Yellow, 46",1,2384,190
SO55811,2,2021-09-07,Nichole Nara,nichole16@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO55811,3,2021-09-07,Nichole Nara,nichole16@adventure-works.com,"Long-Sleeve Logo Jersey, M",1,49,3
SO55811,4,2021-09-07,Nichole Nara,nichole16@adventure-works.com,"Half-Finger Gloves, L",1,24,1
SO55748,1,2021-09-07,Darren Prasad,darren12@adventure-works.com,Mountain Tire Tube,1,4,0
SO55748,2,2021-09-07,Darren Prasad,darren12@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO55756,1,2021-09-07,Henry Garcia,henry16@adventure-works.com,LL Mountain Tire,1,24,1
SO55743,1,2021-09-07,Luis Diaz,luis21@adventure-works.com,"Sport-100 Helmet, Blue",1,34,2
SO55743,2,2021-09-07,Luis Diaz,luis21@adventure-works.com,"Short-Sleeve Classic Jersey, S",1,53,4
SO55742,1,2021-09-07,Samantha Russell,samantha42@adventure-works.com,"Long-Sleeve Logo Jersey, L",1,49,3
SO55742,2,2021-09-07,Samantha Russell,samantha42@adventure-works.com,"Racing Socks, M",1,8,0
SO55755,1,2021-09-07,Alexandra Jenkins,alexandra30@adventure-works.com,Road Tire Tube,1,3,0
SO55755,2,2021-09-07,Alexandra Jenkins,alexandra30@adventure-works.com,LL Road Tire,1,21,1
SO55755,3,2021-09-07,Alexandra Jenkins,alexandra30@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO55755,4,2021-09-07,Alexandra Jenkins,alexandra30@adventure-works.com,"Half-Finger Gloves, S",1,24,1
SO55782,1,2021-09-07,Pedro Vance,pedro4@adventure-works.com,Mountain Tire Tube,1,4,0
SO55782,2,2021-09-07,Pedro Vance,pedro4@adventure-works.com,HL Mountain Tire,1,35,2
SO55782,3,2021-09-07,Pedro Vance,pedro4@adventure-works.com,Fender Set - Mountain,1,21,1
SO55782,4,2021-09-07,Pedro Vance,pedro4@adventure-works.com,Bike Wash - Dissolver,1,7,0
SO55809,1,2021-09-07,Devin Torres,devin71@adventure-works.com,"Road-550-W Yellow, 48",1,1120,89
SO55809,2,2021-09-07,Devin Torres,devin71@adventure-works.com,AWC Logo Cap,1,8,0
SO55809,3,2021-09-07,Devin Torres,devin71@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO55803,1,2021-09-07,Tina Madan,tina9@adventure-works.com,"Touring-1000 Blue, 46",1,2384,190
SO55803,2,2021-09-07,Tina Madan,tina9@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO55804,1,2021-09-07,Brandon Yang,brandon24@adventure-works.com,"Touring-1000 Yellow, 60",1,2384,190
SO55804,2,2021-09-07,Brandon Yang,brandon24@adventure-works.com,AWC Logo Cap,1,8,0
SO55761,1,2021-09-07,Abigail Alexander,abigail44@adventure-works.com,ML Mountain Tire,1,29,2
SO55761,2,2021-09-07,Abigail Alexander,abigail44@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO55754,1,2021-09-07,Jodi Nara,jodi17@adventure-works.com,"Road-350-W Yellow, 44",1,1700,136
SO55754,2,2021-09-07,Jodi Nara,jodi17@adventure-works.com,Road Bottle Cage,1,8,0
SO55777,1,2021-09-07,Jaclyn Wu,jaclyn7@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55777,2,2021-09-07,Jaclyn Wu,jaclyn7@adventure-works.com,"Racing Socks, L",1,8,0
SO55757,1,2021-09-07,Jodi She,jodi0@adventure-works.com,Mountain Tire Tube,1,4,0
SO55757,2,2021-09-07,Jodi She,jodi0@adventure-works.com,ML Mountain Tire,1,29,2
SO55758,1,2021-09-07,Seth Nelson,seth36@adventure-works.com,ML Mountain Tire,1,29,2
SO55758,2,2021-09-07,Seth Nelson,seth36@adventure-works.com,Mountain Tire Tube,1,4,0
SO55758,3,2021-09-07,Seth Nelson,seth36@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO55778,1,2021-09-07,Kelly Butler,kelly19@adventure-works.com,Road Tire Tube,1,3,0
SO55778,2,2021-09-07,Kelly Butler,kelly19@adventure-works.com,"Long-Sleeve Logo Jersey, S",1,49,3
SO55763,1,2021-09-07,Isaac Sanchez,isaac17@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55763,2,2021-09-07,Isaac Sanchez,isaac17@adventure-works.com,Mountain Bottle Cage,1,9,0
SO55808,1,2021-09-07,Frank Serrano,frank24@adventure-works.com,"Road-550-W Yellow, 42",1,1120,89
SO55779,1,2021-09-07,Shaun Anand,shaun22@adventure-works.com,Road Tire Tube,1,3,0
SO55779,2,2021-09-07,Shaun Anand,shaun22@adventure-works.com,LL Road Tire,1,21,1
SO55781,1,2021-09-07,Hector Romero,hector7@adventure-works.com,Touring Tire Tube,1,4,0
SO55747,1,2021-09-07,Karla Lal,karla9@adventure-works.com,Mountain Tire Tube,1,4,0
SO55747,2,2021-09-07,Karla Lal,karla9@adventure-works.com,"Sport-100 Helmet, Blue",1,34,2
SO55737,1,2021-09-07,Megan Price,megan50@adventure-works.com,"Road-550-W Yellow, 40",1,1120,89
SO55737,2,2021-09-07,Megan Price,megan50@adventure-works.com,"Short-Sleeve Classic Jersey, L",1,53,4
SO55737,3,2021-09-07,Megan Price,megan50@adventure-works.com,AWC Logo Cap,1,8,0
SO55799,1,2021-09-07,Barbara Xu,barbara22@adventure-works.com,"Touring-1000 Blue, 46",1,2384,190
SO55799,2,2021-09-07,Barbara Xu,barbara22@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO55810,1,2021-09-07,Jeffery Wu,jeffery7@adventure-works.com,"Road-750 Black, 48",1,539,43
SO55810,2,2021-09-07,Jeffery Wu,jeffery7@adventure-works.com,LL Road Tire,1,21,1
SO55810,3,2021-09-07,Jeffery Wu,jeffery7@adventure-works.com,Road Tire Tube,1,3,0
SO55810,4,2021-09-07,Jeffery Wu,jeffery7@adventure-works.com,"Classic Vest, L",1,63,5
SO55833,2,2021-09-08,Alexander Martinez,alexander21@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO55833,1,2021-09-08,Alexander Martinez,alexander21@adventure-works.com,HL Road Tire,1,32,2
SO55861,1,2021-09-08,Jacqueline Rogers,jacqueline44@adventure-works.com,"Touring-1000 Yellow, 50",1,2384,190
SO55861,2,2021-09-08,Jacqueline Rogers,jacqueline44@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55861,3,2021-09-08,Jacqueline Rogers,jacqueline44@adventure-works.com,Road Bottle Cage,1,8,0
SO55861,4,2021-09-08,Jacqueline Rogers,jacqueline44@adventure-works.com,"Classic Vest, L",1,63,5
SO55836,1,2021-09-08,Jessie Zeng,jessie28@adventure-works.com,HL Road Tire,1,32,2
SO55836,2,2021-09-08,Jessie Zeng,jessie28@adventure-works.com,Road Tire Tube,1,3,0
SO55862,1,2021-09-08,Eric Perez,eric45@adventure-works.com,"Touring-1000 Yellow, 50",1,2384,190
SO55862,2,2021-09-08,Eric Perez,eric45@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55862,3,2021-09-08,Eric Perez,eric45@adventure-works.com,Road Bottle Cage,1,8,0
SO55862,4,2021-09-08,Eric Perez,eric45@adventure-works.com,AWC Logo Cap,1,8,0
SO55822,1,2021-09-08,Terrence Black,terrence21@adventure-works.com,"Road-350-W Yellow, 40",1,1700,136
SO55822,2,2021-09-08,Terrence Black,terrence21@adventure-works.com,"Long-Sleeve Logo Jersey, XL",1,49,3
SO55835,1,2021-09-08,Carol Simmons,carol21@adventure-works.com,LL Mountain Tire,1,24,1
SO55864,1,2021-09-08,Tabitha Fernandez,tabitha13@adventure-works.com,"Touring-1000 Yellow, 46",1,2384,190
SO55864,2,2021-09-08,Tabitha Fernandez,tabitha13@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55864,3,2021-09-08,Tabitha Fernandez,tabitha13@adventure-works.com,Road Bottle Cage,1,8,0
SO55864,4,2021-09-08,Tabitha Fernandez,tabitha13@adventure-works.com,"Sport-100 Helmet, Blue",1,34,2
SO55864,5,2021-09-08,Tabitha Fernandez,tabitha13@adventure-works.com,AWC Logo Cap,1,8,0
SO55851,2,2021-09-08,Edwin Rai,edwin40@adventure-works.com,"Short-Sleeve Classic Jersey, L",1,53,4
SO55851,1,2021-09-08,Edwin Rai,edwin40@adventure-works.com,LL Road Tire,1,21,1
SO55853,1,2021-09-08,Jaclyn Ye,jaclyn10@adventure-works.com,Touring Tire Tube,1,4,0
SO55853,2,2021-09-08,Jaclyn Ye,jaclyn10@adventure-works.com,Touring Tire,1,28,2
SO55853,3,2021-09-08,Jaclyn Ye,jaclyn10@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO55849,1,2021-09-08,Gabriel Perry,gabriel4@adventure-works.com,Road Tire Tube,1,3,0
SO55849,2,2021-09-08,Gabriel Perry,gabriel4@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO55837,1,2021-09-08,Natalie Young,natalie67@adventure-works.com,ML Mountain Tire,1,29,2
SO55837,2,2021-09-08,Natalie Young,natalie67@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO55838,1,2021-09-08,Fernando Campbell,fernando40@adventure-works.com,ML Mountain Tire,1,29,2
SO55838,2,2021-09-08,Fernando Campbell,fernando40@adventure-works.com,Mountain Tire Tube,1,4,0
SO55838,3,2021-09-08,Fernando Campbell,fernando40@adventure-works.com,Fender Set - Mountain,1,21,1
SO55838,4,2021-09-08,Fernando Campbell,fernando40@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO55856,2,2021-09-08,Destiny Rogers,destiny26@adventure-works.com,Fender Set - Mountain,1,21,1
SO55856,3,2021-09-08,Destiny Rogers,destiny26@adventure-works.com,"Classic Vest, S",1,63,5
SO55856,1,2021-09-08,Destiny Rogers,destiny26@adventure-works.com,"Mountain-200 Black, 46",1,2294,183
SO55855,3,2021-09-08,Sean Brooks,sean8@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO55855,1,2021-09-08,Sean Brooks,sean8@adventure-works.com,"Mountain-200 Silver, 46",1,2319,185
SO55855,2,2021-09-08,Sean Brooks,sean8@adventure-works.com,HL Mountain Tire,1,35,2
SO55863,1,2021-09-08,Julian Griffin,julian20@adventure-works.com,"Touring-1000 Yellow, 54",1,2384,190
SO55863,2,2021-09-08,Julian Griffin,julian20@adventure-works.com,Road Bottle Cage,1,8,0
SO55863,3,2021-09-08,Julian Griffin,julian20@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55826,1,2021-09-08,Hailey Patterson,hailey30@adventure-works.com,"Short-Sleeve Classic Jersey, L",1,53,4
SO55827,1,2021-09-08,Nathan Perry,nathan3@adventure-works.com,Road Tire Tube,1,3,0
SO55816,1,2021-09-08,Cedric Ma,cedric15@adventure-works.com,LL Mountain Tire,1,24,1
SO55816,2,2021-09-08,Cedric Ma,cedric15@adventure-works.com,Mountain Tire Tube,1,4,0
SO55860,1,2021-09-08,Crystal Wang,crystal3@adventure-works.com,"Mountain-200 Silver, 42",1,2319,185
SO55860,2,2021-09-08,Crystal Wang,crystal3@adventure-works.com,Fender Set - Mountain,1,21,1
SO55860,3,2021-09-08,Crystal Wang,crystal3@adventure-works.com,All-Purpose Bike Stand,1,159,12
SO55859,1,2021-09-08,Morgan Young,morgan22@adventure-works.com,"Mountain-200 Silver, 38",1,2319,185
SO55859,2,2021-09-08,Morgan Young,morgan22@adventure-works.com,Mountain Bottle Cage,1,9,0
SO55859,3,2021-09-08,Morgan Young,morgan22@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55859,4,2021-09-08,Morgan Young,morgan22@adventure-works.com,"Sport-100 Helmet, Blue",1,34,2
SO55813,1,2021-09-08,Nicolas Tang,nicolas2@adventure-works.com,"Mountain-200 Silver, 38",1,2319,185
SO55815,2,2021-09-08,Daniel Davis,daniel23@adventure-works.com,Road Bottle Cage,1,8,0
SO55815,1,2021-09-08,Daniel Davis,daniel23@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55817,3,2021-09-08,Kate Andersen,kate10@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO55817,1,2021-09-08,Kate Andersen,kate10@adventure-works.com,Road Tire Tube,1,3,0
SO55817,2,2021-09-08,Kate Andersen,kate10@adventure-works.com,ML Road Tire,1,24,1
SO55834,1,2021-09-08,Amanda Rogers,amanda2@adventure-works.com,HL Road Tire,1,32,2
SO55834,2,2021-09-08,Amanda Rogers,amanda2@adventure-works.com,Road Tire Tube,1,3,0
SO55834,3,2021-09-08,Amanda Rogers,amanda2@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO55814,1,2021-09-08,Stacey Li,stacey3@adventure-works.com,"Touring-2000 Blue, 46",1,1214,97
SO55814,2,2021-09-08,Stacey Li,stacey3@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO55814,3,2021-09-08,Stacey Li,stacey3@adventure-works.com,"Short-Sleeve Classic Jersey, M",1,53,4
SO55854,1,2021-09-08,Lauren Wilson,lauren25@adventure-works.com,Fender Set - Mountain,1,21,1
SO55854,2,2021-09-08,Lauren Wilson,lauren25@adventure-works.com,Mountain Bottle Cage,1,9,0
SO55854,3,2021-09-08,Lauren Wilson,lauren25@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55854,4,2021-09-08,Lauren Wilson,lauren25@adventure-works.com,"Long-Sleeve Logo Jersey, S",1,49,3
SO55847,1,2021-09-08,Jaclyn Yang,jaclyn5@adventure-works.com,Road Tire Tube,1,3,0
SO55847,2,2021-09-08,Jaclyn Yang,jaclyn5@adventure-works.com,ML Road Tire,1,24,1
SO55847,3,2021-09-08,Jaclyn Yang,jaclyn5@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO55847,4,2021-09-08,Jaclyn Yang,jaclyn5@adventure-works.com,Hitch Rack - 4-Bike,1,120,9
SO55846,1,2021-09-08,Regina Chandra,regina2@adventure-works.com,HL Mountain Tire,1,35,2
SO55846,2,2021-09-08,Regina Chandra,regina2@adventure-works.com,Mountain Tire Tube,1,4,0
SO55846,3,2021-09-08,Regina Chandra,regina2@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO55845,1,2021-09-08,Isaac Mitchell,isaac33@adventure-works.com,"Women's Mountain Shorts, M",1,69,5
SO55844,1,2021-09-08,Priscilla Kumar,priscilla7@adventure-works.com,Mountain Tire Tube,1,4,0
SO55844,2,2021-09-08,Priscilla Kumar,priscilla7@adventure-works.com,Mountain Bottle Cage,1,9,0
SO55844,3,2021-09-08,Priscilla Kumar,priscilla7@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55844,4,2021-09-08,Priscilla Kumar,priscilla7@adventure-works.com,"Sport-100 Helmet, Blue",1,34,2
SO55852,1,2021-09-08,Jeremiah Stewart,jeremiah44@adventure-works.com,Touring Tire Tube,1,4,0
SO55852,2,2021-09-08,Jeremiah Stewart,jeremiah44@adventure-works.com,Hydration Pack - 70 oz.,1,54,4
SO55848,1,2021-09-08,Brett Chandra,brett1@adventure-works.com,Mountain Bottle Cage,1,9,0
SO55848,2,2021-09-08,Brett Chandra,brett1@adventure-works.com,"Sport-100 Helmet, Blue",1,34,2
SO55821,1,2021-09-08,Linda Ferrier,linda23@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO55840,1,2021-09-08,Katherine Smith,katherine71@adventure-works.com,Mountain Bottle Cage,1,9,0
SO55840,2,2021-09-08,Katherine Smith,katherine71@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55840,3,2021-09-08,Katherine Smith,katherine71@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO55824,1,2021-09-08,Bryan Bailey,bryan16@adventure-works.com,"Mountain-400-W Silver, 38",1,769,61
SO55824,2,2021-09-08,Bryan Bailey,bryan16@adventure-works.com,"Long-Sleeve Logo Jersey, M",1,49,3
SO55824,3,2021-09-08,Bryan Bailey,bryan16@adventure-works.com,AWC Logo Cap,1,8,0
SO55841,1,2021-09-08,Jonathan Walker,jonathan77@adventure-works.com,"Women's Mountain Shorts, S",1,69,5
SO55841,2,2021-09-08,Jonathan Walker,jonathan77@adventure-works.com,AWC Logo Cap,1,8,0
SO55823,3,2021-09-08,Gary Rubio,gary30@adventure-works.com,HL Road Tire,1,32,2
SO55823,4,2021-09-08,Gary Rubio,gary30@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO55823,5,2021-09-08,Gary Rubio,gary30@adventure-works.com,"Long-Sleeve Logo Jersey, S",1,49,3
SO55823,1,2021-09-08,Gary Rubio,gary30@adventure-works.com,"Road-250 Black, 44",1,2443,195
SO55823,2,2021-09-08,Gary Rubio,gary30@adventure-works.com,Road Tire Tube,1,3,0
SO55843,1,2021-09-08,Dylan Thomas,dylan41@adventure-works.com,Mountain Tire Tube,1,4,0
SO55843,2,2021-09-08,Dylan Thomas,dylan41@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO55818,1,2021-09-08,Billy Romero,billy11@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55839,1,2021-09-08,Stephanie Bryant,stephanie45@adventure-works.com,Mountain Bottle Cage,1,9,0
SO55819,1,2021-09-08,Desiree Gutierrez,desiree7@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55819,2,2021-09-08,Desiree Gutierrez,desiree7@adventure-works.com,Mountain Bottle Cage,1,9,0
SO55819,3,2021-09-08,Desiree Gutierrez,desiree7@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO55819,4,2021-09-08,Desiree Gutierrez,desiree7@adventure-works.com,"Half-Finger Gloves, M",1,24,1
SO55825,1,2021-09-08,Gerald Madan,gerald37@adventure-works.com,"Mountain-400-W Silver, 38",1,769,61
SO55825,2,2021-09-08,Gerald Madan,gerald37@adventure-works.com,Mountain Tire Tube,1,4,0
SO55825,3,2021-09-08,Gerald Madan,gerald37@adventure-works.com,ML Mountain Tire,1,29,2
SO55825,4,2021-09-08,Gerald Madan,gerald37@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO55825,5,2021-09-08,Gerald Madan,gerald37@adventure-works.com,AWC Logo Cap,1,8,0
SO55866,1,2021-09-08,Robin Vazquez,robin11@adventure-works.com,"Touring-1000 Yellow, 60",1,2384,190
SO55866,2,2021-09-08,Robin Vazquez,robin11@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO55866,3,2021-09-08,Robin Vazquez,robin11@adventure-works.com,AWC Logo Cap,1,8,0
SO55820,1,2021-09-08,Regina Kapoor,regina1@adventure-works.com,HL Road Tire,1,32,2
SO55820,2,2021-09-08,Regina Kapoor,regina1@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO55842,1,2021-09-08,Jennifer Davis,jennifer33@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55842,2,2021-09-08,Jennifer Davis,jennifer33@adventure-works.com,Hydration Pack - 70 oz.,1,54,4
SO55831,1,2021-09-08,Louis Lal,louis26@adventure-works.com,Touring Tire,1,28,2
SO55831,2,2021-09-08,Louis Lal,louis26@adventure-works.com,Touring Tire Tube,1,4,0
SO55831,3,2021-09-08,Louis Lal,louis26@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO55850,1,2021-09-08,Marie Rana,marie13@adventure-works.com,Road Tire Tube,1,3,0
SO55850,2,2021-09-08,Marie Rana,marie13@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO55830,1,2021-09-08,Benjamin Foster,benjamin17@adventure-works.com,Road Tire Tube,1,3,0
SO55830,2,2021-09-08,Benjamin Foster,benjamin17@adventure-works.com,LL Road Tire,1,21,1
SO55830,3,2021-09-08,Benjamin Foster,benjamin17@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO55830,4,2021-09-08,Benjamin Foster,benjamin17@adventure-works.com,Bike Wash - Dissolver,1,7,0
SO55858,1,2021-09-08,Diana Dominguez,diana12@adventure-works.com,AWC Logo Cap,1,8,0
SO55858,2,2021-09-08,Diana Dominguez,diana12@adventure-works.com,"Touring-1000 Yellow, 46",1,2384,190
SO55829,1,2021-09-08,Noah Henderson,noah1@adventure-works.com,Road Tire Tube,1,3,0
SO55829,2,2021-09-08,Noah Henderson,noah1@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO55828,1,2021-09-08,Fernando Price,fernando44@adventure-works.com,Touring Tire Tube,1,4,0
SO55865,1,2021-09-08,Heather Sun,heather12@adventure-works.com,"Touring-1000 Blue, 50",1,2384,190
SO55865,2,2021-09-08,Heather Sun,heather12@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO55865,3,2021-09-08,Heather Sun,heather12@adventure-works.com,Road Bottle Cage,1,8,0
SO55865,4,2021-09-08,Heather Sun,heather12@adventure-works.com,"Short-Sleeve Classic Jersey, M",1,53,4
SO55832,1,2021-09-08,Alexandra Thompson,alexandra79@adventure-works.com,ML Road Tire,1,24,1
SO55832,2,2021-09-08,Alexandra Thompson,alexandra79@adventure-works.com,AWC Logo Cap,1,8,0
